ticker,price,stage,technical_stage,pattern,formation_score,technical_score,risk_score,decision,market_regime_state,market_regime_score,market_regime_reason,rs20_vs_spy,rsi14,rvol,max_up_day_30d_pct,ten_pct_up_days_30d,explosive_move_30d,atr_pct,avg_dollar_volume,ema20,ema50,ema200,daily_support,daily_resistance,weekly_support,weekly_resistance,monthly_support,monthly_resistance,entry_trigger,entry_model,entry_condition,entry_buffer_pct,retest_reference,retest_distance_pct,retest_quality_score,retest_quality_reasons,ema20_slope5_pct,support_touch_count,higher_low,bullish_close,stop,stop_basis,stop_anchor,stop_anchor_distance_pct,risk_pct,swing5_low,swing10_low,target_5,target_8,target_10,rr_to_8pct,next_higher_resistance,runway_to_next_resistance_pct,runway_ok,min_runway_required_pct,effective_target,effective_target_pct,effective_rr,effective_rr_ok,min_effective_rr_required,distance_to_20d_high_pct,extension_above_20d_high_pct,avg_share_volume20,median_dollar_volume20,adr20_pct,liquidity_gate_passed,volatility_gate_passed,company_name,stage_rank,rank_score,theme,theme_etf,theme_score,theme_state,theme_bonus,theme_match_confidence,theme_match_source,theme_match_reason,sector_regime_ok,catalyst_score,catalyst_status,catalyst_type,catalyst_bias,catalyst_headline,catalyst_provider,catalyst_age_hours,catalyst_relevance,catalyst_fresh,news_freshness_status,catalyst_materiality,rejected_news_count,earnings_days,negative_catalyst_risk,final_score,final_decision,live_status,live_session_date,live_bar_at_et,live_bar_high,live_bar_low,live_price,session_high,session_low,live_vwap,live_above_vwap,opening_range_high,opening_range_low,live_above_or_high,intraday_rvol,volume_vs_9ma,opening_30m_rvol,opening_volume_spike_2x,quote_bid,quote_ask,bid_ask_spread_pct,spread_gate_passed,spread_gate_source,live_trigger_reached,live_retest_touched,live_confirmation_score,premarket_price,premarket_gap_pct,premarket_volume,premarket_status,live_trade_action,market_hunt_score,universal_10pct_gate,v4_priority_score,monitor_tier
AVAH,14.09,DISCOVER,DISCOVER,"20/50 uptrend, rising EMA50, volume contraction",40,64,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,13.02,58.1,0.59,24.75,1,True,3.73,45615094.0,13.25,11.65,9.24,12.23,14.69,7.76,14.54,5.93,14.0,14.74,RESISTANCE_BREAKOUT,BREAKOUT,0.29,,,0,,,0,False,False,13.85,ATR_FALLBACK,13.95,5.35,6.0,13.38,12.97,15.47,15.92,16.21,1.33,,,False,5.0,15.92,8.0,1.33,False,2.5,4.33,0.0,3372312.0,38270025.0,4.06,True,True,Aveanna Healthcare Holdings Inc. - Common Stock,2,50.9,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,50.9,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,50.9,True,60.09,WARM
DOCS,26.38,DISCOVER,DISCOVER,"20/50 uptrend, rising EMA50, compressed below 20d resistance",42,62,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,9.61,59.9,0.4,32.62,1,True,3.89,65571381.0,25.42,24.32,31.13,23.95,27.32,19.75,40.0,17.15,40.0,27.4,RESISTANCE_BREAKOUT,BREAKOUT,0.3,,,0,,,0,False,False,25.76,ATR_FALLBACK,25.86,5.62,6.0,23.95,23.95,28.77,29.59,30.14,1.33,40.0,45.97,True,5.0,29.59,8.0,1.33,False,2.5,3.56,0.0,2557914.0,64982750.0,3.59,True,True,"Doximity, Inc. Class A Common Stock",2,48.3,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,48.3,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,48.3,True,58.8,WARM
FA,21.92,DISCOVER,DISCOVER,"20/50 uptrend, rising EMA50, compressed below 20d resistance",42,66,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,10.01,62.9,0.35,17.32,1,True,3.65,27020732.0,21.07,20.34,16.95,19.9,22.35,15.82,25.15,10.28,25.15,22.42,RESISTANCE_BREAKOUT,BREAKOUT,0.29,,,0,,,0,False,False,21.07,EMA20,21.07,6.04,6.0,20.14,19.9,23.54,24.21,24.66,1.33,25.15,12.18,True,5.0,24.21,8.0,1.33,False,2.5,1.98,0.0,1294088.0,27844112.0,3.4,True,True,First Advantage Corporation - Common Stock,2,51.1,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,51.1,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,51.1,True,58.43,WARM
MARA,11.27,DISCOVER,DISCOVER,"rising EMA50, near EMA50 support, bull flag/pullback, volume contraction, low-volume pullback",46,64,55,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,17.92,46.0,0.53,15.54,2,True,7.22,555131618.0,11.22,11.37,12.02,8.68,12.47,8.68,16.43,7.63,16.43,12.54,RESISTANCE_BREAKOUT,BREAKOUT,0.52,,,0,,,0,False,False,11.78,ATR_FALLBACK,11.32,9.73,6.0,10.96,9.99,13.16,13.54,13.79,1.33,16.43,31.07,True,5.0,13.54,8.0,1.33,False,2.5,10.7,0.0,49832751.0,506689978.0,7.73,True,True,"MARA Holdings, Inc. - Common Stock",2,51.5,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,51.5,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,51.5,True,58.38,WARM
BE,261.76,DISCOVER,DISCOVER,"20/50 uptrend, rising EMA50, bull flag/pullback",40,64,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,14.77,65.5,0.52,12.29,1,True,6.5,3025766855.0,241.01,235.28,201.43,185.93,283.83,157.33,351.28,116.5,351.28,285.19,RESISTANCE_BREAKOUT,BREAKOUT,0.48,,,0,,,0,False,False,268.08,ATR_FALLBACK,259.66,8.95,6.0,249.05,197.5,299.45,308.01,313.71,1.33,351.28,23.17,True,5.0,308.01,8.0,1.33,False,2.5,8.43,0.0,12915840.0,2796793195.0,6.37,True,True,Bloom Energy Corporation Class A Common Stock,2,51.7,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,51.7,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,51.7,True,57.77,WARM
TWLO,244.58,DISCOVER,DISCOVER,"20/50 uptrend, rising EMA50, tight range, volume contraction",42,62,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,9.01,61.9,0.53,24.89,1,True,4.19,371758513.0,230.2,220.03,177.35,215.79,243.98,179.2,258.35,112.99,258.35,244.8,RESISTANCE_BREAKOUT,BREAKOUT,0.34,,,0,,,0,False,False,230.11,EMA20,230.2,5.96,6.0,221.86,221.86,257.04,264.38,269.28,1.33,258.35,5.54,True,5.0,258.35,5.54,0.92,False,2.5,-0.25,0.25,1614618.0,344751380.0,4.07,True,True,Twilio Inc. Class A Common Stock,2,48.0,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,48.0,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,48.0,True,57.22,WARM
NET,333.38,DISCOVER,DISCOVER,"20/50 uptrend, rising EMA50, compressed below 20d resistance",42,66,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,10.62,67.0,0.55,10.51,1,True,5.22,885656245.0,301.13,285.73,244.07,269.3,334.6,212.32,332.22,164.05,332.22,335.99,RESISTANCE_BREAKOUT,BREAKOUT,0.42,,,0,,,0,False,False,315.83,ATR_FALLBACK,309.91,7.76,6.0,271.72,269.3,352.79,362.87,369.59,1.33,,,False,5.0,362.87,8.0,1.33,False,2.5,0.37,0.0,2973536.0,848128256.0,5.21,True,True,"Cloudflare, Inc. Class A Common Stock",2,51.4,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,51.4,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,51.4,True,57.03,WARM
SNAP,5.9,DISCOVER,DISCOVER,"20/50 uptrend, rising EMA50, compressed below 20d resistance",42,60,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,15.93,49.6,0.73,14.88,1,True,5.33,185882120.0,5.5,5.31,5.74,5.03,6.04,4.27,6.04,3.81,6.36,6.07,RESISTANCE_BREAKOUT,BREAKOUT,0.42,,,0,,,0,False,False,5.7,ATR_FALLBACK,5.59,7.78,6.0,5.19,5.19,6.37,6.55,6.67,1.33,6.36,4.78,False,5.0,6.36,4.78,0.8,False,2.5,2.37,0.0,33809589.0,165941638.0,5.4,True,True,Snap Inc. Class A Common Stock,2,50.1,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,50.1,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,50.1,True,56.82,WARM
TWST,136.38,DISCOVER,DISCOVER,"20/50 uptrend, rising EMA50, tight range, volume contraction",42,60,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,11.65,34.8,0.41,22.64,2,True,6.31,220495506.0,130.16,117.08,77.56,115.28,155.44,80.59,155.44,41.52,155.44,156.13,RESISTANCE_BREAKOUT,BREAKOUT,0.44,,,0,,,0,False,False,146.76,ATR_FALLBACK,143.21,8.27,6.0,120.19,120.19,163.94,168.62,171.74,1.33,,,False,5.0,168.62,8.0,1.33,False,2.5,13.97,0.0,1614830.0,212561282.0,6.78,True,True,Twist Bioscience Corporation - Common Stock,2,48.0,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,48.0,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,48.0,True,56.66,WARM
PRGO,13.7,DISCOVER,DISCOVER,"above EMA50, rising EMA50, bull flag/pullback, volume contraction, low-volume pullback",42,60,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,11.13,43.7,0.23,23.1,1,True,4.11,33814018.0,13.74,12.7,12.72,12.54,15.0,9.21,15.0,8.81,14.7,15.05,RESISTANCE_BREAKOUT,BREAKOUT,0.3,,,0,,,0,False,False,14.14,ATR_FALLBACK,14.2,5.62,6.0,13.5,13.5,15.8,16.25,16.55,1.33,,,False,5.0,16.25,8.0,1.33,False,2.5,9.45,0.0,2395402.0,35664949.0,3.9,True,True,Perrigo Company plc Ordinary Shares,2,47.7,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,47.7,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,47.7,True,56.48,WARM
CLMT,57.18,DISCOVER,DISCOVER,"20/50 uptrend, rising EMA50, compressed below 20d resistance",42,60,55,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,20.29,82.9,0.42,15.17,1,True,4.17,58681841.0,52.09,46.96,35.27,45.73,58.4,31.7,58.4,26.41,51.5,58.59,RESISTANCE_BREAKOUT,BREAKOUT,0.33,,,0,,,0,False,False,55.08,ATR_FALLBACK,55.01,6.11,6.0,53.45,46.53,61.52,63.28,64.45,1.33,,,False,5.0,63.28,8.0,1.33,False,2.5,2.13,0.0,1133394.0,57046601.0,4.46,True,True,"Calumet, Inc - Common Stock",2,49.2,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,49.2,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,49.2,True,55.99,WARM
RBRK,101.61,DISCOVER,DISCOVER,"20/50 uptrend, rising EMA50, tight range, volume contraction",50,66,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,2.61,57.1,0.48,15.64,2,True,6.51,350851149.0,93.29,88.23,75.3,85.78,107.91,67.31,107.91,42.25,107.91,108.44,RESISTANCE_BREAKOUT,BREAKOUT,0.49,,,0,,,0,False,False,101.93,ATR_FALLBACK,98.52,9.15,6.0,85.78,85.78,113.86,117.11,119.28,1.33,,,False,5.0,117.11,8.0,1.33,False,2.5,6.21,0.0,3672697.0,279528013.0,6.05,True,True,"Rubrik, Inc. Class A Common Stock",2,49.0,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,49.0,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,49.0,True,55.91,WARM
MRK,143.91,DISCOVER,DISCOVER,"above EMA50, rising EMA50, tight range, volume contraction, low-volume pullback",46,60,20,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,7.87,23.4,0.29,12.6,1,True,2.26,1619643600.0,145.41,138.48,119.62,134.88,156.92,113.0,156.92,107.13,156.92,157.18,RESISTANCE_BREAKOUT,BREAKOUT,0.17,,,0,,,0,False,False,151.73,ATR_FALLBACK,152.31,3.1,3.47,143.68,143.68,165.04,169.75,172.9,2.31,,,False,5.0,169.75,8.0,2.31,False,2.5,9.04,0.0,10839447.0,1340487548.0,2.35,True,True,"Merck & Company, Inc. Common Stock (new)",2,49.1,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,49.1,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,49.1,True,55.25,WARM
CVI,51.79,DISCOVER,DISCOVER,"20/50 uptrend, rising EMA50, compressed below 20d resistance",42,60,55,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,44.23,92.1,0.37,10.27,1,True,5.01,46146243.0,43.72,38.8,33.24,35.7,52.4,25.97,52.4,24.16,43.47,52.61,RESISTANCE_BREAKOUT,BREAKOUT,0.4,,,0,,,0,False,False,49.45,ATR_FALLBACK,48.71,7.4,6.0,44.88,40.22,55.24,56.82,57.87,1.33,,,False,5.0,56.82,8.0,1.33,False,2.5,1.18,0.0,1064869.0,44496506.0,5.43,True,True,CVR Energy Inc. Common Stock,2,49.2,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,49.2,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,49.2,True,54.77,WARM
WTTR,20.62,DISCOVER,DISCOVER,"20/50 uptrend, rising EMA50, tight range",52,64,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,-1.23,66.4,0.3,20.32,1,True,3.64,25070601.0,20.15,19.74,16.56,18.39,21.61,17.59,22.47,12.81,22.47,21.67,RESISTANCE_BREAKOUT,BREAKOUT,0.28,,,0,,,0,False,False,20.41,ATR_FALLBACK,20.54,5.2,5.82,19.89,19.11,22.75,23.4,23.84,1.37,22.47,3.71,False,5.0,22.47,3.71,0.64,False,2.5,4.78,0.0,1255302.0,25087596.0,3.71,True,True,"Select Water Solutions, Inc. Class A common stock",2,46.1,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,46.1,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,46.1,True,54.18,WARM
VRNS,47.75,DISCOVER,DISCOVER,"20/50 uptrend, rising EMA50, compressed below 20d resistance",42,60,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,12.64,71.2,0.42,10.41,1,True,4.33,78137856.0,44.92,42.87,38.61,39.88,48.21,32.04,49.54,19.7,49.54,48.38,RESISTANCE_BREAKOUT,BREAKOUT,0.34,,,0,,,0,False,False,45.47,ATR_FALLBACK,45.28,6.4,6.0,44.17,40.89,50.79,52.25,53.21,1.33,49.54,2.41,False,5.0,49.54,2.41,0.4,False,2.5,0.96,0.0,1739287.0,65626805.0,4.09,True,True,"Varonis Systems, Inc. - Common Stock",2,48.5,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,48.5,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,48.5,True,54.1,WARM
RBLX,50.7,DISCOVER,DISCOVER,"above EMA50, rising EMA50, compressed below 20d resistance, volume contraction",40,58,55,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,35.69,82.7,0.34,12.73,1,True,4.39,418584687.0,43.54,43.97,61.96,37.2,51.3,33.88,58.43,33.88,69.91,51.48,RESISTANCE_BREAKOUT,BREAKOUT,0.35,,,0,,,0,False,False,48.39,ATR_FALLBACK,48.14,6.49,6.0,43.18,38.26,54.05,55.6,56.63,1.33,58.43,13.5,True,5.0,55.6,8.0,1.33,False,2.5,1.18,0.0,10016342.0,375937054.0,4.7,True,True,Roblox Corporation Class A Common Stock,2,47.4,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,47.4,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,47.4,True,53.58,WARM
WPM,148.73,DISCOVER,DISCOVER,"above EMA50, rising EMA50, bull flag/pullback, volume contraction, low-volume pullback",42,60,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,11.04,35.6,0.28,11.1,1,True,3.98,354032379.0,148.77,138.32,127.88,131.59,163.9,101.46,163.9,101.46,165.03,164.37,RESISTANCE_BREAKOUT,BREAKOUT,0.29,,,0,,,0,False,False,154.51,ATR_FALLBACK,155.49,5.4,6.0,147.39,144.03,172.59,177.52,180.81,1.33,165.03,0.4,False,5.0,165.03,0.4,0.07,False,2.5,10.2,0.0,2319266.0,332662984.0,3.25,True,True,Wheaton Precious Metals Corp Common Shares (Canada),2,47.7,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,47.7,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,47.7,True,53.48,WARM
FIVN,33.6,DISCOVER,DISCOVER,"20/50 uptrend, rising EMA50, volume contraction",40,60,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,7.51,55.2,0.73,19.81,1,True,4.96,47949040.0,32.04,29.75,24.26,30.1,35.18,18.15,35.18,13.29,35.17,35.31,RESISTANCE_BREAKOUT,BREAKOUT,0.38,,,0,,,0,False,False,33.19,ATR_FALLBACK,32.81,7.07,6.0,30.1,30.1,37.08,38.14,38.84,1.33,,,False,5.0,38.14,8.0,1.33,False,2.5,4.72,0.0,1465179.0,48782324.0,4.52,True,True,"Five9, Inc. - Common Stock",2,45.5,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,45.5,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,45.5,True,53.45,WARM
ABCL,11.53,DISCOVER,DISCOVER,"20/50 uptrend, rising EMA50, tight range, volume contraction, low-volume pullback",46,56,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,4.97,38.7,0.39,34.78,3,True,5.29,58209946.0,10.9,9.38,6.37,10.32,12.58,4.98,12.58,3.22,12.58,12.63,RESISTANCE_BREAKOUT,BREAKOUT,0.39,,,0,,,0,False,False,11.87,ATR_FALLBACK,11.71,7.24,6.0,10.32,10.32,13.26,13.64,13.89,1.33,,,False,5.0,13.64,8.0,1.33,False,2.5,9.11,0.0,5049354.0,51630237.0,5.77,True,True,AbCellera Biologics Inc. - Common Shares,2,42.8,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,42.8,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,42.8,True,53.3,WARM
W,104.53,DISCOVER,DISCOVER,"20/50 uptrend, rising EMA50, compressed below 20d resistance",42,58,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,3.43,50.0,0.62,29.97,1,True,4.28,215992555.0,100.43,96.57,88.9,93.0,107.92,78.97,118.31,55.6,118.31,108.28,RESISTANCE_BREAKOUT,BREAKOUT,0.33,,,0,,,0,False,False,101.78,ATR_FALLBACK,101.56,6.2,6.0,96.49,93.0,113.69,116.94,119.11,1.33,118.31,9.26,True,5.0,116.94,8.0,1.33,False,2.5,3.24,0.0,2136281.0,211105712.0,4.11,True,True,Wayfair Inc. Class A Common Stock,2,42.6,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,42.6,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,42.6,True,53.09,WARM
EQX,11.77,DISCOVER,DISCOVER,"above EMA50, rising EMA50, near EMA50 support, near EMA200 pivot, volume contraction, low-volume pullback",52,62,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,2.06,27.5,0.41,10.79,1,True,4.64,148789026.0,12.31,11.77,12.23,11.38,14.08,8.47,14.08,8.47,18.86,14.12,RESISTANCE_BREAKOUT,BREAKOUT,0.31,,,0,,,0,False,False,13.28,ATR_FALLBACK,13.3,5.8,6.0,11.72,11.72,14.83,15.25,15.54,1.33,18.86,33.54,True,5.0,15.25,8.0,1.33,False,2.5,19.63,0.0,11565940.0,145065929.0,3.48,True,True,Equinox Gold Corp. Common Shares,2,46.5,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,46.5,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,46.5,True,52.2,WARM
HUBS,250.0,REJECT,REJECT,"20/50 uptrend, rising EMA50",34,58,35,NO TRADE,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,18.21,55.6,0.36,14.46,2,True,5.11,295879081.0,239.91,231.26,269.7,217.68,265.0,169.63,265.0,169.63,297.0,266.02,RESISTANCE_BREAKOUT,BREAKOUT,0.39,,,0,,,0,False,False,250.06,ATR_FALLBACK,246.87,7.2,6.0,222.0,222.0,279.32,287.3,292.62,1.33,297.0,11.65,True,5.0,287.3,8.0,1.33,False,2.5,6.0,0.0,1219699.0,307529030.0,4.64,True,True,"HubSpot, Inc. Common Stock",0,48.4,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,48.4,NO TRADE,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,48.4,True,52.02,WARM
NTRA,348.76,REJECT,REJECT,"20/50 uptrend, rising EMA50, volume contraction",32,56,20,NO TRADE,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,13.03,59.4,0.84,21.37,1,True,2.92,366897576.0,325.75,301.93,246.49,310.38,343.18,219.5,343.18,181.0,343.18,348.76,RESISTANCE_BREAKOUT,BREAKOUT,1.63,,,0,,,0,False,False,331.64,ATR_FALLBACK,333.47,4.38,4.91,320.65,316.0,366.2,376.66,383.64,1.63,,,False,5.0,376.66,8.0,1.63,False,2.5,-1.6,1.63,1114966.0,351077214.0,3.19,True,True,"Natera, Inc. - Common Stock",0,46.3,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,46.3,NO TRADE,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,46.3,True,51.64,WARM
